model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 S-MAX,2019,22489,Manual,4000.0,Diesel,145.0,56.5,2.0
 Fiesta,2015,5998,Manual,55898.0,Diesel,0.0,78.5,1.5
 Focus,2017,10998,Manual,28001.0,Petrol,145.0,60.1,1.0
 Kuga,2014,11498,Manual,36052.0,Diesel,160.0,47.9,2.0
 Mustang,2016,24999,Semi-Auto,42086.0,Petrol,570.0,23.5,5.0
 Kuga,2017,15298,Manual,34673.0,Diesel,125.0,60.1,2.0
 Edge,2018,19498,Manual,22068.0,Diesel,145.0,48.7,2.0
 Focus,2019,16998,Manual,19936.0,Petrol,145.0,60.1,1.0
 Grand Tourneo Connect,2017,13998,Manual,4856.0,Diesel,145.0,61.4,1.5
 B-MAX,2017,11298,Semi-Auto,1397.0,Petrol,165.0,44.1,1.6
 Focus,2017,13398,Automatic,21649.0,Petrol,145.0,46.3,1.5
 Focus,2017,17798,Manual,10345.0,Petrol,145.0,41.5,2.0
 Kuga,2018,14998,Manual,14960.0,Diesel,145.0,64.2,1.5
 Focus,2015,13998,Manual,35689.0,Petrol,205.0,41.5,2.0
 EcoSport,2017,9189,Manual,31998.0,Petrol,145.0,44.8,1.5
 Fiesta,2018,10399,Manual,7200.0,Petrol,145.0,65.7,1.0
 Edge,2017,23899,Automatic,27146.0,Diesel,145.0,47.9,2.0
 Fiesta,2013,5330,Manual,66937.0,Petrol,30.0,54.3,1.2
 EcoSport,2019,15985,Manual,5099.0,Petrol,145.0,51.4,1.0
 Fiesta,2015,7485,Manual,11092.0,Petrol,125.0,54.3,1.2
 Kuga,2019,21999,Automatic,6000.0,Petrol,145.0,29.1,1.5
 Fiesta,2017,10850,Manual,23634.0,Petrol,150.0,65.7,1.0
 Kuga,2019,23250,Semi-Auto,9931.0,Diesel,145.0,38.7,2.0
 Fiesta,2016,7999,Manual,22633.0,Petrol,0.0,65.7,1.0
 Ka+,2018,7999,Manual,9355.0,Petrol,145.0,57.7,1.2
 Kuga,2013,7999,Manual,78170.0,Diesel,200.0,47.9,2.0
 Focus,2016,9699,Manual,13480.0,Petrol,20.0,60.1,1.0
 Mustang,2019,39998,Automatic,5000.0,Petrol,145.0,22.6,5.0
 Fiesta,2017,8500,Manual,15060.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,9998,Manual,18912.0,Petrol,0.0,65.7,1.0
 Focus,2019,15995,Manual,6992.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,11495,Manual,17766.0,Petrol,145.0,65.7,1.0
 Fiesta,2019,14698,Manual,8725.0,Petrol,145.0,58.9,1.0
 Fiesta,2016,9998,Manual,6820.0,Petrol,0.0,65.7,1.0
 Kuga,2013,9498,Manual,29326.0,Diesel,200.0,47.9,2.0
 Fiesta,2017,10698,Semi-Auto,11235.0,Petrol,0.0,57.7,1.0
 Kuga,2016,13499,Manual,38687.0,Diesel,145.0,54.3,2.0
 Kuga,2017,15999,Manual,15005.0,Diesel,145.0,54.3,2.0
 Kuga,2017,17299,Manual,14224.0,Diesel,145.0,54.3,2.0
 Focus,2019,14198,Manual,20205.0,Petrol,150.0,58.9,1.0
 EcoSport,2016,10898,Manual,13093.0,Petrol,125.0,52.3,1.0
 Fiesta,2019,17298,Semi-Auto,1434.0,Petrol,150.0,48.7,1.0
 B-MAX,2013,5998,Semi-Auto,44582.0,Petrol,165.0,44.1,1.6
 Mondeo,2015,9998,Manual,55621.0,Diesel,30.0,64.2,2.0
 Ka+,2017,6998,Manual,21203.0,Petrol,30.0,57.7,1.2
 Focus,2017,16698,Manual,24498.0,Diesel,145.0,67.3,2.0
 Focus,2018,17298,Manual,3124.0,Petrol,145.0,60.1,1.0
 Kuga,2017,15498,Manual,31073.0,Diesel,125.0,60.1,2.0
 Kuga,2017,14298,Manual,6345.0,Diesel,145.0,54.3,2.0
 C-MAX,2016,9998,Manual,26138.0,Diesel,20.0,68.9,1.5
 Kuga,2019,22998,Manual,593.0,Diesel,145.0,47.9,2.0
 Focus,2018,11598,Manual,11654.0,Petrol,145.0,61.4,1.0
 Fiesta,2018,10498,Manual,17532.0,Petrol,145.0,65.7,1.0
 EcoSport,2017,8698,Manual,36124.0,Petrol,160.0,44.8,1.5
 Focus,2017,17498,Manual,13558.0,Petrol,200.0,41.5,2.0
 EcoSport,2018,12499,Manual,13000.0,Diesel,145.0,67.3,1.5
 Ka+,2018,9250,Manual,7812.0,Petrol,145.0,47.9,1.2
 Focus,2017,16250,Manual,28113.0,Diesel,145.0,67.3,2.0
 EcoSport,2017,9999,Manual,24130.0,Petrol,150.0,52.3,1.0
 Focus,2017,10999,Manual,23973.0,Petrol,150.0,60.1,1.0
 Kuga,2019,18494,Manual,11858.0,Diesel,145.0,38.2,2.0
 Fiesta,2019,13489,Semi-Auto,26799.0,Petrol,145.0,48.7,1.0
 Fiesta,2014,6995,Manual,35084.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,11995,Manual,12080.0,Petrol,150.0,65.7,1.0
 Fiesta,2017,10498,Manual,9621.0,Petrol,145.0,65.7,1.0
 Focus,2017,11300,Manual,13300.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,11800,Manual,14024.0,Petrol,145.0,62.8,1.0
 Focus,2017,10800,Manual,17668.0,Petrol,145.0,60.1,1.0
 Fiesta,2016,8300,Manual,43121.0,Petrol,0.0,65.7,1.0
 Focus,2018,18499,Manual,14682.0,Petrol,145.0,41.5,2.0
 Focus,2014,6800,Manual,53500.0,Petrol,30.0,56.5,1.0
 Kuga,2018,17000,Manual,15513.0,Petrol,145.0,45.6,1.5
 Fiesta,2017,8998,Manual,16701.0,Diesel,0.0,78.5,1.5
 Fiesta,2014,5698,Manual,51892.0,Petrol,30.0,54.3,1.2
 EcoSport,2017,8998,Manual,20648.0,Petrol,160.0,44.8,1.5
 Kuga,2016,14998,Manual,38206.0,Diesel,145.0,54.3,2.0
 Kuga,2017,18500,Manual,13692.0,Diesel,145.0,54.3,2.0
 Kuga,2019,19298,Manual,12287.0,Petrol,145.0,39.2,1.5
 Kuga,2014,10798,Manual,49989.0,Diesel,160.0,47.9,2.0
 Focus,2019,15998,Manual,12699.0,Petrol,145.0,60.1,1.0
 Fiesta,2015,7298,Manual,36700.0,Petrol,0.0,65.7,1.0
 EcoSport,2017,10298,Manual,25013.0,Petrol,150.0,53.3,1.0
 Fiesta,2017,10698,Manual,16505.0,Petrol,0.0,65.7,1.0
 Fiesta,2019,13998,Manual,5887.0,Petrol,145.0,58.9,1.0
 Kuga,2013,8298,Manual,63508.0,Diesel,145.0,53.3,2.0
 Focus,2016,8998,Manual,36087.0,Diesel,0.0,74.3,1.5
 C-MAX,2016,11298,Manual,11117.0,Petrol,30.0,55.4,1.0
 Grand C-MAX,2016,10498,Manual,17197.0,Diesel,30.0,64.2,1.5
 Kuga,2013,8995,Manual,54000.0,Diesel,145.0,53.3,2.0
 Fiesta,2015,7895,Manual,27541.0,Petrol,0.0,65.7,1.0
 Focus,2018,18390,Manual,14682.0,Petrol,145.0,41.5,2.0
 Ka+,2018,7795,Manual,9662.0,Petrol,145.0,57.7,1.2
 Focus,2017,10795,Manual,22727.0,Petrol,20.0,60.1,1.0
 Focus,2019,18298,Automatic,6269.0,Diesel,145.0,74.3,1.5
 B-MAX,2015,7698,Manual,9708.0,Diesel,20.0,70.6,1.6
 Kuga,2017,17698,Manual,18075.0,Diesel,145.0,54.3,2.0
 Kuga,2017,16998,Manual,24885.0,Diesel,145.0,54.3,2.0
 C-MAX,2018,12698,Manual,3074.0,Petrol,145.0,55.4,1.0
 Fiesta,2016,10698,Manual,22141.0,Diesel,0.0,78.5,1.5
 Kuga,2013,9998,Semi-Auto,43938.0,Diesel,205.0,45.6,2.0
 Kuga,2017,14498,Manual,6038.0,Diesel,150.0,54.3,2.0
 Fiesta,2017,8998,Manual,20277.0,Petrol,0.0,65.7,1.0
 C-MAX,2017,11998,Manual,15297.0,Diesel,20.0,68.9,1.5
 Focus,2019,14000,Manual,11426.0,Petrol,150.0,58.9,1.0
 EcoSport,2019,16250,Manual,2951.0,Petrol,150.0,52.3,1.0
 Fiesta,2017,9700,Manual,28186.0,Petrol,0.0,65.7,1.0
 Kuga,2013,9998,Manual,38629.0,Petrol,200.0,42.8,1.6
 Grand C-MAX,2017,10998,Manual,14161.0,Diesel,30.0,64.2,1.5
 Galaxy,2016,15498,Manual,27716.0,Diesel,125.0,56.5,2.0
 B-MAX,2013,5489,Manual,41144.0,Diesel,20.0,68.9,1.5
 Kuga,2019,18999,Manual,9695.0,Diesel,145.0,54.3,1.5
 Fiesta,2016,8449,Manual,79125.0,Petrol,145.0,47.9,1.6
 C-MAX,2016,8699,Manual,46040.0,Diesel,30.0,61.4,1.6
 C-MAX,2017,10489,Manual,37972.0,Diesel,20.0,68.9,1.5
 Kuga,2017,12489,Manual,36394.0,Diesel,145.0,64.2,1.5
 Kuga,2017,13698,Manual,78636.0,Diesel,145.0,64.2,1.5
 Focus,2018,18498,Manual,21167.0,Diesel,145.0,67.3,2.0
 B-MAX,2015,7298,Manual,36140.0,Diesel,0.0,74.4,1.5
 Focus,2017,9998,Manual,13861.0,Petrol,145.0,60.1,1.0
 Kuga,2017,17498,Manual,22439.0,Diesel,145.0,54.3,2.0
 S-MAX,2017,18999,Manual,42500.0,Diesel,125.0,51.4,2.0
 EcoSport,2017,9489,Manual,29500.0,Petrol,145.0,52.3,1.0
 Edge,2017,20994,Automatic,41000.0,Diesel,145.0,48.7,2.0
 C-MAX,2018,11998,Manual,6484.0,Diesel,145.0,68.9,1.5
 Fiesta,2014,6250,Manual,39223.0,Petrol,30.0,54.3,1.2
 Fiesta,2014,5950,Manual,64327.0,Diesel,0.0,76.4,1.5
 Focus,2017,10900,Manual,13338.0,Diesel,0.0,74.3,1.5
 Focus,2017,11200,Manual,15121.0,Petrol,20.0,58.9,1.0
 Focus,2017,9250,Manual,38541.0,Petrol,20.0,60.1,1.0
 Fiesta,2018,10300,Manual,9542.0,Petrol,145.0,65.7,1.0
 C-MAX,2019,13000,Manual,3629.0,Petrol,145.0,49.6,1.0
 Focus,2016,7000,Manual,82616.0,Diesel,0.0,74.3,1.5
 Fiesta,2015,9200,Manual,21261.0,Petrol,0.0,65.7,1.0
 S-MAX,2019,24995,Manual,10023.0,Diesel,150.0,54.3,2.0
 Fiesta,2016,8298,Manual,22919.0,Petrol,0.0,65.7,1.0
 C-MAX,2017,9298,Manual,41697.0,Diesel,20.0,68.9,1.5
 Focus,2019,16698,Manual,18697.0,Petrol,145.0,60.1,1.0
 Focus,2019,23698,Manual,5003.0,Diesel,145.0,70.6,2.0
 Focus,2019,20398,Manual,6233.0,Diesel,145.0,74.3,1.5
 Fiesta,2016,9698,Manual,19884.0,Petrol,0.0,65.7,1.0
 Kuga,2018,17998,Manual,13734.0,Petrol,145.0,39.2,1.5
 Fiesta,2019,13698,Manual,12232.0,Petrol,145.0,58.9,1.0
 Focus,2016,9998,Manual,21243.0,Petrol,20.0,60.1,1.0
 Fiesta,2016,7298,Manual,31107.0,Petrol,125.0,54.3,1.2
 Focus,2013,5698,Manual,64292.0,Diesel,20.0,67.3,1.6
 Kuga,2014,8998,Manual,68055.0,Diesel,150.0,53.3,2.0
 Fiesta,2018,12998,Manual,23200.0,Petrol,150.0,65.7,1.0
 Mondeo,2016,12498,Manual,25800.0,Diesel,30.0,64.2,2.0
 Tourneo Custom,2019,20990,Manual,5100.0,Diesel,145.0,31.7,2.0
 Tourneo Custom,2019,29999,Manual,100.0,Diesel,145.0,30.1,2.0
 Focus,2019,15998,Manual,4500.0,Diesel,145.0,80.7,1.5
 Focus,2016,8489,Manual,61379.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,9490,Manual,3012.0,Petrol,145.0,55.4,1.1
 Focus,2017,12490,Manual,11292.0,Petrol,125.0,51.4,1.5
 Ka+,2017,6490,Manual,19285.0,Petrol,150.0,57.7,1.2
 Focus,2016,14790,Manual,33352.0,Petrol,205.0,41.5,2.0
 Focus,2017,12498,Manual,17998.0,Diesel,0.0,74.3,1.5
 Focus,2018,18998,Manual,11578.0,Diesel,150.0,67.3,2.0
 Focus,2015,9598,Manual,29577.0,Diesel,20.0,67.3,1.6
 Focus,2017,10498,Manual,27704.0,Diesel,145.0,74.3,1.5
 Fiesta,2015,7998,Manual,19001.0,Petrol,125.0,54.3,1.2
 Grand C-MAX,2016,9998,Manual,39460.0,Diesel,30.0,64.2,1.5
 Focus,2019,16250,Manual,13325.0,Diesel,145.0,74.3,1.5
 Focus,2019,18450,Automatic,14464.0,Diesel,145.0,54.3,1.5
 Focus,2018,9950,Manual,19223.0,Petrol,145.0,61.4,1.0
 Ka+,2019,9950,Manual,906.0,Petrol,145.0,43.5,1.2
 Ka+,2019,9950,Manual,2520.0,Petrol,145.0,43.5,1.2
 Ka+,2019,9950,Manual,1196.0,Petrol,145.0,43.5,1.2
 Fiesta,2015,8498,Manual,19429.0,Petrol,0.0,65.7,1.0
 B-MAX,2014,5998,Manual,69078.0,Petrol,30.0,57.7,1.0
 EcoSport,2017,9998,Manual,37560.0,Petrol,145.0,53.3,1.0
 Focus,2016,9998,Manual,3155.0,Petrol,20.0,61.4,1.0
 Focus,2019,16998,Manual,14206.0,Petrol,150.0,60.1,1.0
 Focus,2017,16998,Automatic,30393.0,Diesel,145.0,61.4,2.0
 Kuga,2014,11198,Manual,41711.0,Diesel,145.0,53.3,2.0
 Focus,2019,14498,Manual,14316.0,Diesel,150.0,80.7,1.5
 Fiesta,2016,7998,Manual,21456.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,9998,Manual,20682.0,Petrol,0.0,65.7,1.0
 Focus,2019,17998,Manual,12027.0,Diesel,145.0,74.3,1.5
 B-MAX,2014,6498,Manual,36727.0,Diesel,20.0,70.6,1.6
 Kuga,2019,19998,Automatic,8757.0,Petrol,145.0,28.8,1.5
 EcoSport,2016,8698,Manual,28670.0,Diesel,30.0,64.2,1.5
 Fiesta,2017,10698,Manual,21041.0,Diesel,0.0,78.5,1.5
 EcoSport,2018,13698,Manual,4223.0,Petrol,145.0,54.3,1.0
 Fiesta,2019,13498,Manual,9007.0,Petrol,145.0,58.9,1.0
 Fiesta,2016,8498,Manual,11457.0,Petrol,125.0,54.3,1.2
 Fiesta,2014,6298,Manual,39944.0,Petrol,30.0,54.3,1.2
 Fiesta,2019,11698,Manual,3578.0,Petrol,150.0,48.7,1.1
 Kuga,2017,13998,Manual,21167.0,Diesel,150.0,54.3,2.0
 Fiesta,2016,8498,Semi-Auto,31976.0,Petrol,145.0,47.9,1.6
 Focus,2018,13998,Manual,10149.0,Petrol,145.0,57.7,1.0
 S-MAX,2016,14498,Manual,50364.0,Diesel,125.0,56.5,2.0
 Fiesta,2018,11950,Manual,16678.0,Petrol,145.0,58.9,1.0
 Fiesta,2019,11395,Manual,1394.0,Petrol,145.0,55.4,1.1
 Kuga,2019,18489,Manual,10351.0,Diesel,145.0,54.3,1.5
 Fiesta,2017,9795,Manual,4162.0,Diesel,0.0,78.5,1.5
 Kuga,2017,15995,Manual,23237.0,Diesel,125.0,60.1,2.0
 Kuga,2019,18495,Manual,7959.0,Diesel,145.0,38.2,2.0
 Focus,2018,11995,Manual,10553.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,9998,Manual,23112.0,Petrol,145.0,65.7,1.0
 Fiesta,2019,14998,Manual,7953.0,Petrol,145.0,60.1,1.0
 Fiesta,2015,8000,Manual,14422.0,Petrol,125.0,54.3,1.2
 Focus,2017,18498,Semi-Auto,21183.0,Diesel,145.0,61.4,2.0
 Fiesta,2016,7998,Manual,21446.0,Petrol,125.0,54.3,1.2
 Fiesta,2019,12498,Manual,7941.0,Petrol,145.0,58.9,1.0
 Focus,2016,8498,Manual,45256.0,Petrol,20.0,60.1,1.0
 Fiesta,2013,5298,Manual,54545.0,Petrol,0.0,65.7,1.0
 Focus,2017,9998,Manual,28761.0,Petrol,20.0,60.1,1.0
 C-MAX,2014,7498,Manual,31343.0,Petrol,30.0,55.4,1.0
 Kuga,2017,15998,Manual,24896.0,Diesel,125.0,60.1,2.0
 Focus,2017,16998,Manual,45854.0,Petrol,150.0,41.5,2.0
 Fiesta,2017,8698,Manual,18775.0,Petrol,125.0,54.3,1.2
 Focus,2019,15998,Manual,10386.0,Petrol,145.0,49.6,1.0
 Fiesta,2017,8998,Manual,20507.0,Petrol,125.0,54.3,1.2
 Focus,2017,9998,Semi-Auto,32384.0,Petrol,125.0,51.4,1.0
 Fiesta,2019,10698,Manual,10786.0,Petrol,145.0,55.4,1.1
 Kuga,2020,20450,Manual,1196.0,Diesel,150.0,38.2,2.0
 C-MAX,2017,11495,Manual,39254.0,Diesel,150.0,68.9,1.5
 C-MAX,2017,9750,Manual,30157.0,Diesel,20.0,68.9,1.5
 Kuga,2019,18495,Manual,11859.0,Diesel,145.0,54.3,1.5
 Grand C-MAX,2019,14950,Manual,9693.0,Diesel,145.0,57.7,1.5
 Kuga,2018,17295,Manual,11723.0,Diesel,145.0,64.2,1.5
 Focus,2019,16250,Manual,11027.0,Diesel,145.0,74.3,1.5
 KA,2015,4998,Manual,28322.0,Petrol,30.0,57.7,1.2
 Fiesta,2017,8698,Manual,23833.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,11298,Manual,13775.0,Petrol,145.0,65.7,1.0
 Focus,2017,10898,Manual,14050.0,Petrol,145.0,60.1,1.0
 Kuga,2014,11698,Manual,34088.0,Diesel,160.0,47.9,2.0
 B-MAX,2014,5998,Manual,52565.0,Petrol,30.0,55.4,1.0
 Fiesta,2017,9998,Semi-Auto,16517.0,Petrol,145.0,47.9,1.6
 Tourneo Connect,2019,19998,Manual,4605.0,Diesel,145.0,61.4,1.5
 Focus,2019,14998,Manual,12078.0,Petrol,145.0,58.9,1.0
 Grand C-MAX,2014,6998,Manual,45460.0,Diesel,125.0,60.1,1.6
 EcoSport,2016,10498,Semi-Auto,24963.0,Petrol,160.0,44.8,1.5
 Focus,2015,12298,Manual,51103.0,Petrol,240.0,39.2,2.0
 Kuga,2015,9498,Manual,63863.0,Diesel,145.0,54.3,2.0
 Kuga,2016,11990,Semi-Auto,55145.0,Diesel,145.0,52.3,2.0
 Fiesta,2017,7490,Manual,28842.0,Petrol,0.0,65.7,1.0
 Fiesta,2019,13698,Manual,11060.0,Petrol,145.0,58.9,1.0
 Focus,2017,10498,Manual,39539.0,Petrol,20.0,60.1,1.0
 EcoSport,2017,10798,Semi-Auto,3652.0,Petrol,165.0,44.8,1.5
 Kuga,2017,15998,Manual,29667.0,Diesel,125.0,60.1,2.0
 Focus,2016,8998,Manual,49080.0,Diesel,0.0,74.3,1.5
 Kuga,2015,9298,Manual,61787.0,Diesel,125.0,60.1,2.0
 Grand C-MAX,2017,10698,Manual,29886.0,Diesel,30.0,64.2,1.5
 Kuga,2017,17498,Semi-Auto,31098.0,Diesel,150.0,54.3,2.0
 Kuga,2017,13998,Manual,15860.0,Diesel,150.0,54.3,2.0
 Fiesta,2019,14998,Manual,8263.0,Petrol,145.0,60.1,1.0
 Fiesta,2015,8298,Manual,13118.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,9698,Manual,19256.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,7798,Manual,11085.0,Petrol,125.0,54.3,1.2
 Focus,2018,13498,Manual,10150.0,Petrol,145.0,58.9,1.0
 Focus,2016,9690,Manual,46176.0,Diesel,0.0,74.3,1.5
 Focus,2017,16498,Manual,18506.0,Diesel,20.0,67.3,2.0
 Fiesta,2017,11495,Manual,11476.0,Petrol,145.0,65.7,1.0
 EcoSport,2015,8000,Manual,29681.0,Petrol,160.0,44.8,1.5
 Mondeo,2015,11400,Semi-Auto,51581.0,Diesel,125.0,57.7,2.0
 Fiesta,2017,8250,Manual,32994.0,Petrol,145.0,64.2,1.1
 Fiesta,2019,10998,Manual,12320.0,Petrol,145.0,58.9,1.0
 EcoSport,2018,12998,Manual,3956.0,Petrol,145.0,53.3,1.0
 Fiesta,2014,6698,Manual,39002.0,Petrol,0.0,65.7,1.0
 Kuga,2018,15998,Manual,10087.0,Diesel,145.0,64.2,1.5
 Fiesta,2014,6498,Manual,21284.0,Petrol,30.0,54.3,1.2
 Focus,2017,12998,Manual,17307.0,Diesel,145.0,74.3,1.5
 Focus,2017,18998,Manual,10222.0,Petrol,145.0,41.5,2.0
 Fiesta,2015,8498,Manual,10801.0,Petrol,125.0,54.3,1.2
 Fiesta,2015,6998,Manual,42477.0,Petrol,30.0,54.3,1.2
 Kuga,2013,9498,Semi-Auto,64718.0,Diesel,205.0,45.6,2.0
 Fiesta,2019,11698,Manual,3484.0,Petrol,150.0,48.7,1.1
 Focus,2019,19300,Manual,2958.0,Diesel,145.0,70.6,2.0
 Focus,2017,16890,Manual,23365.0,Petrol,145.0,41.5,2.0
 Focus,2016,9420,Manual,34214.0,Diesel,0.0,74.3,1.5
 Focus,2019,15390,Manual,5341.0,Petrol,145.0,60.1,1.0
 Focus,2019,15370,Manual,6736.0,Petrol,145.0,60.1,1.0
 Focus,2015,9230,Manual,27412.0,Diesel,0.0,74.3,1.5
 Ka+,2017,6990,Manual,11203.0,Petrol,145.0,57.7,1.2
 Focus,2017,15591,Manual,45400.0,Diesel,20.0,67.3,2.0
 EcoSport,2018,12891,Manual,16156.0,Petrol,145.0,54.3,1.0
 Fiesta,2017,10447,Automatic,8337.0,Petrol,145.0,54.3,1.0
 Kuga,2014,8998,Manual,71854.0,Diesel,145.0,53.3,2.0
 B-MAX,2013,5998,Manual,37058.0,Petrol,30.0,55.4,1.0
 Focus,2017,11998,Manual,28497.0,Diesel,145.0,74.3,1.5
 KA,2014,4298,Manual,30658.0,Petrol,30.0,57.7,1.2
 Focus,2015,7498,Manual,36462.0,Petrol,20.0,60.1,1.0
 Fiesta,2013,7998,Semi-Auto,22125.0,Petrol,150.0,47.9,1.6
 Focus,2016,9498,Manual,18154.0,Petrol,20.0,60.1,1.0
 Kuga,2017,19498,Semi-Auto,23270.0,Diesel,145.0,54.3,2.0
 Kuga,2015,13698,Manual,34332.0,Diesel,145.0,54.3,2.0
 Kuga,2015,11498,Semi-Auto,44123.0,Diesel,145.0,52.3,2.0
 Edge,2017,20498,Manual,29326.0,Diesel,200.0,47.9,2.0
 Kuga,2018,16998,Manual,13737.0,Diesel,145.0,64.2,1.5
 Focus,2015,8998,Manual,32492.0,Diesel,0.0,74.3,1.5
 Focus,2018,18998,Manual,16312.0,Diesel,145.0,67.3,2.0
 Fiesta,2019,13898,Manual,14698.0,Petrol,145.0,58.9,1.0
 Fiesta,2019,13498,Manual,20388.0,Petrol,145.0,58.9,1.0
 Fiesta,2017,11998,Manual,8966.0,Petrol,145.0,65.7,1.0
 Focus,2015,8298,Manual,56282.0,Diesel,20.0,67.3,1.6
 Grand C-MAX,2017,11698,Manual,12124.0,Diesel,30.0,64.2,1.5
 Fiesta,2019,14998,Manual,8389.0,Petrol,145.0,60.1,1.0
 Focus,2019,17498,Automatic,11022.0,Petrol,145.0,51.4,1.0
 Focus,2019,17498,Manual,7359.0,Diesel,145.0,74.3,1.5
 Focus,2019,16998,Manual,8657.0,Diesel,145.0,74.3,1.5
 C-MAX,2017,10498,Manual,19534.0,Diesel,20.0,68.9,1.5
 Fiesta,2018,15698,Automatic,921.0,Petrol,145.0,49.6,1.0
 Fiesta,2015,6998,Manual,48938.0,Diesel,0.0,78.5,1.5
 Kuga,2017,15498,Manual,7431.0,Diesel,125.0,60.1,2.0
 Focus,2015,8498,Manual,31974.0,Petrol,20.0,61.4,1.0
 EcoSport,2015,7998,Manual,17786.0,Petrol,160.0,44.8,1.5
 Fiesta,2014,4698,Manual,52627.0,Petrol,30.0,54.3,1.2
 Fiesta,2019,11998,Manual,10970.0,Petrol,145.0,58.9,1.0
 Kuga,2013,10998,Manual,32347.0,Diesel,200.0,47.9,2.0
 Focus,2016,8998,Manual,51324.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,9298,Manual,6213.0,Petrol,125.0,54.3,1.2
 C-MAX,2016,10998,Manual,27639.0,Petrol,30.0,55.4,1.0
 Fiesta,2013,5298,Manual,64628.0,Petrol,30.0,54.3,1.2
 Focus,2016,14498,Manual,16501.0,Diesel,20.0,67.3,2.0
 Fiesta,2015,6798,Manual,37313.0,Petrol,0.0,65.7,1.0
 Fiesta,2014,6998,Manual,33154.0,Petrol,30.0,54.3,1.2
 B-MAX,2017,9798,Manual,13163.0,Petrol,145.0,55.4,1.0
 EcoSport,2017,9798,Manual,17593.0,Petrol,125.0,52.3,1.0
 Focus,2015,9698,Manual,13391.0,Petrol,20.0,61.4,1.0
 C-MAX,2017,9498,Manual,31877.0,Diesel,20.0,68.9,1.5
 Fiesta,2019,11798,Manual,13783.0,Petrol,145.0,58.9,1.0
 Fiesta,2019,11698,Manual,18115.0,Petrol,145.0,58.9,1.0
 C-MAX,2017,9998,Manual,34980.0,Petrol,30.0,55.4,1.0
 Focus,2015,9698,Manual,30149.0,Diesel,0.0,74.3,1.5
 Focus,2017,12698,Manual,9484.0,Diesel,0.0,74.3,1.5
 C-MAX,2017,10498,Manual,18250.0,Diesel,20.0,68.9,1.5
 Fiesta,2014,7798,Manual,15412.0,Petrol,0.0,65.7,1.0
 Focus,2019,19798,Automatic,4797.0,Diesel,145.0,64.2,2.0
 Focus,2019,19998,Automatic,2451.0,Diesel,145.0,64.2,2.0
 Kuga,2017,16498,Semi-Auto,23224.0,Diesel,145.0,58.9,1.5
 Focus,2019,19998,Automatic,6879.0,Diesel,145.0,51.4,2.0
 Kuga,2014,9298,Manual,45543.0,Diesel,145.0,53.3,2.0
 Focus,2019,18298,Automatic,2840.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,10998,Manual,10970.0,Petrol,145.0,58.9,1.0
 Grand C-MAX,2017,13498,Manual,8913.0,Petrol,145.0,54.3,1.0
 Focus,2017,12698,Semi-Auto,14876.0,Petrol,125.0,51.4,1.0
 Fiesta,2019,14998,Manual,3002.0,Petrol,145.0,60.1,1.0
 Focus,2018,20998,Manual,5757.0,Petrol,145.0,41.5,2.0
 Fiesta,2016,8998,Manual,12163.0,Petrol,125.0,54.3,1.2
 Fiesta,2019,14998,Manual,5721.0,Petrol,145.0,60.1,1.0
 Focus,2016,9998,Manual,27193.0,Diesel,0.0,74.3,1.5
 Kuga,2018,15998,Manual,11460.0,Diesel,145.0,54.3,1.5
 Mondeo,2016,11298,Semi-Auto,66732.0,Diesel,125.0,57.7,2.0
 Focus,2017,15998,Manual,16290.0,Diesel,20.0,67.3,2.0
 Focus,2016,14498,Manual,32263.0,Petrol,200.0,41.5,2.0
 Fiesta,2018,10998,Manual,16353.0,Petrol,145.0,65.7,1.0
 Focus,2019,18998,Automatic,11738.0,Diesel,145.0,64.2,2.0
 Fiesta,2015,7498,Manual,23764.0,Petrol,125.0,54.3,1.2
 Focus,2016,12998,Manual,41484.0,Diesel,20.0,67.3,2.0
 Fiesta,2017,10798,Manual,20241.0,Petrol,145.0,65.7,1.0
 KA,2013,4198,Manual,45880.0,Petrol,30.0,57.7,1.2
 Focus,2019,16998,Manual,6092.0,Petrol,145.0,49.6,1.0
 Focus,2017,18998,Manual,11913.0,Petrol,145.0,41.5,2.0
 Focus,2018,19498,Manual,19382.0,Petrol,145.0,41.5,2.0
 Fiesta,2017,11698,Manual,10500.0,Petrol,0.0,65.7,1.0
 Focus,2015,9498,Manual,24717.0,Petrol,20.0,60.1,1.0
 Fiesta,2019,11498,Manual,6158.0,Petrol,150.0,48.7,1.1
 Fiesta,2017,10998,Manual,2360.0,Petrol,150.0,65.7,1.0
 Focus,2019,16998,Manual,19322.0,Petrol,150.0,60.1,1.0
 Kuga,2016,16998,Manual,18480.0,Diesel,150.0,54.3,2.0
